,page_url,src_url,iframe_html
360,https://www.sigma-rh.com/fr-ca/LP-gestion-sst/,https://contact.sigma-rh.com/l/994192/2023-05-10/3znc3t,"<iframe src=""https://contact.sigma-rh.com/l/994192/2023-05-10/3znc3t"" width=""100%"" height=""535"" type=""text/html"" frameborder=""0"" allowtransparency=""true"" style=""border: 0px;""/>"
361,https://www.sigma-rh.com/fr-fr/LP-gestion-sst/,https://contact.sigma-rh.com/l/994192/2023-05-10/3znc7f,"<iframe src=""https://contact.sigma-rh.com/l/994192/2023-05-10/3znc7f"" width=""100%"" height=""535"" type=""text/html"" frameborder=""0"" allowtransparency=""true"" style=""border: 0px;""/>"
362,https://www.sigma-rh.com/fr-fr/salon-srh-2023/,https://contact.sigma-rh.com/l/994192/2023-02-17/3z7rzh?source=Salon%20SRH%202023&country=France,"<iframe src=""https://contact.sigma-rh.com/l/994192/2023-02-17/3z7rzh?source=Salon%20SRH%202023&amp;country=France"" width=""100%"" height=""613"" type=""text/html"" frameborder=""0"" allowtransparency=""true"" style=""border: 0""/>"
363,https://www.sigma-rh.com/fr-ca/livre-blanc-2023/,https://contact.sigma-rh.com/l/994192/2023-05-29/3zrw84?country=Quebec,"<iframe src=""https://contact.sigma-rh.com/l/994192/2023-05-29/3zrw84?country=Quebec"" width=""100%"" height=""400"" type=""text/html"" frameborder=""0"" allowtransparency=""true"" style=""border: 0""/>"
364,https://www.sigma-rh.com/fr-fr/livre-blanc-2023/,https://contact.sigma-rh.com/l/994192/2023-03-28/3zflgb?country=France,"<iframe src=""https://contact.sigma-rh.com/l/994192/2023-03-28/3zflgb?country=France"" width=""100%"" height=""400"" type=""text/html"" frameborder=""0"" allowtransparency=""true"" style=""border: 0""/>"
365,https://www.sigma-rh.com/fr-ca/lp-signature-electronique/,https://contact.sigma-rh.com/l/994192/2023-06-01/3zsvhm,"<iframe src=""https://contact.sigma-rh.com/l/994192/2023-06-01/3zsvhm"" width=""100%"" height=""450"" type=""text/html"" frameborder=""0"" allowtransparency=""true"" style=""border: 0""/>"
366,https://www.sigma-rh.com/fr-fr/lp-signature-electronique/,https://contact.sigma-rh.com/l/994192/2023-05-04/3zmjdt,"<iframe src=""https://contact.sigma-rh.com/l/994192/2023-05-04/3zmjdt"" width=""100%"" height=""450"" type=""text/html"" frameborder=""0"" allowtransparency=""true"" style=""border: 0""/>"
367,https://www.sigma-rh.com/fr-ca/merci-livre-blanc-2023/,https://contact.sigma-rh.com/l/994192/2022-08-24/r96,"<iframe src=""https://contact.sigma-rh.com/l/994192/2022-08-24/r96"" width=""100%"" height=""500"" type=""text/html"" frameborder=""0"" allowtransparency=""true"" style=""border: 0"" id=""sigma-form""/>"
368,https://www.sigma-rh.com/fr-fr/merci-livre-blanc-2023/,https://contact.sigma-rh.com/l/994192/2022-08-24/r53,"<iframe src=""https://contact.sigma-rh.com/l/994192/2022-08-24/r53"" width=""100%"" height=""500px"" type=""text/html"" frameborder=""0"" allowtransparency=""true"" style=""border: 0"" id=""sigma-form""/>"
369,https://www.sigma-rh.com/fr-ca/livre-blanc-markess-2023/,https://contact.sigma-rh.com/l/994192/2023-04-13/3zhzjd?source=Blogue&country=Canada&state=Quebec,"<iframe src=""https://contact.sigma-rh.com/l/994192/2023-04-13/3zhzjd?source=Blogue&amp;country=Canada&amp;state=Quebec"" width=""100%"" height=""380"" type=""text/html"" frameborder=""0"" allowtransparency=""true"" style=""border: 0""/>"
370,https://www.sigma-rh.com/fr-fr/livre-blanc-markess-2023/,https://contact.sigma-rh.com/l/994192/2023-04-13/3zhzh6?source=Blog&country=France,"<iframe src=""https://contact.sigma-rh.com/l/994192/2023-04-13/3zhzh6?source=Blog&amp;country=France"" width=""100%"" height=""380"" type=""text/html"" frameborder=""0"" allowtransparency=""true"" style=""border: 0""/>"
371,https://www.sigma-rh.com/fr-ca/demande-de-demo/,https://contact.sigma-rh.com/l/994192/2023-04-27/3zlggm?country=Canada&state=Quebec,"<iframe src=""https://contact.sigma-rh.com/l/994192/2023-04-27/3zlggm?country=Canada&amp;state=Quebec"" width=""100%"" height=""540"" type=""text/html"" frameborder=""0"" allowtransparency=""true"" style=""border: 0""/>"
372,https://www.sigma-rh.com/fr-fr/demande-de-demo/,https://contact.sigma-rh.com/l/994192/2023-04-27/3zlgk1?country=France,"<iframe src=""https://contact.sigma-rh.com/l/994192/2023-04-27/3zlgk1?country=France"" width=""100%"" height=""540"" type=""text/html"" frameborder=""0"" allowtransparency=""true"" style=""border: 0""/>"
373,https://www.sigma-rh.com/en-ca/request-a-demo/,https://contact.sigma-rh.com/l/994192/2023-04-27/3zlgjt?country=Canada,"<iframe src=""https://contact.sigma-rh.com/l/994192/2023-04-27/3zlgjt?country=Canada"" width=""100%"" height=""538"" type=""text/html"" frameborder=""0"" allowtransparency=""true"" style=""border: 0""/>"
